Ticker,Current Price,Market Cap,P/E Ratio,Dividend Yield,Yahoo Rating,Market Index Rating
MEK.AX,0.1850000023841858,539983552,,,,
MEG.AX,0.02500000037252903,16787774,,,,
MP1.AX,14.550000190734863,2410178304,,,,
MAY.AX,0.01600000075995922,68075360,Infinity,,,
MEM.AX,0.004999999888241291,9918000,,,,
MCY.AX,5.809999942779541,8543895552,Infinity,3.77,,
MEZ.AX,5.090000152587891,13791559680,,3.7,,
MNC.AX,0.1599999964237213,11804256,,,,
MSB.AX,2.240000009536743,2869820928,,,,
MBK.AX,0.013000000268220901,7461883,,,,
MHK.AX,0.14499999582767487,19125790,,,,
MPW.AX,3.819999933242798,532278784,,,,
MTM.AX,0.8650000095367432,529406816,,,,
MLS.AX,0.01899999938905239,13902680,,,,
MLX.AX,0.6200000047683716,562858368,3.875,,,
MGA.AX,0.06499999761581421,6852299,,,,
MTC.AX,0.20499999821186066,45521276,,,,
MTS.AX,4.03000020980835,4450893824,15.500001,4.71,,
MEI.AX,0.13500000536441803,369731264,,,,
MEL.AX,0.0020000000949949026,3674180,,,,
MOT.AX,2.0299999713897705,682751936,11.277777,8.69,,
MXT.AX,2.0199999809265137,2493710080,12.625,7.76,,
MMI.AX,0.08399999886751175,512242080,4.2,,,
MPP.AX,0.029999999329447746,8422530,,,,
MFF.AX,4.800000190734863,2812176128,6.4864864,3.75,,
MHJ.AX,0.36000001430511475,138534848,36.000004,,,
MX1.AX,0.09200000017881393,61382584,,,,
MAP.AX,0.08699999749660492,54806692,,,,
MAM.AX,0.550000011920929,71960904,11.0,7.27,,
MM1.AX,0.4300000071525574,72546584,,,,
MDI.AX,0.04399999976158142,12902295,,,,
MNB.AX,0.06400000303983688,64353284,,,,
MDX.AX,0.05299999937415123,124479504,,,,
MRC.AX,0.026000000536441803,25596300,,,,
MIN.AX,38.150001525878906,7464086016,,,,
MI6.AX,0.1550000011920929,344106208,,,,
MRR.AX,0.008999999612569809,9763830,,,,
M2R.AX,0.003000000026077032,3584759,,,,
MIR.AX,3.369999885559082,752315456,84.25,3.25,,
MGR.AX,2.3499999046325684,9351684096,117.5,3.83,,
MSV.AX,0.30000001192092896,63588604,Infinity,23.38,,
MTH.AX,0.6150000095367432,112832208,,,,
MLG.AX,0.925000011920929,145639408,13.214286,,,
MOM.AX,0.0010000000474974513,1874670,,,,
MOH.AX,0.004999999888241291,3727070,,,,
MND.AX,21.610000610351562,2145406336,25.726192,3.61,,
MVF.AX,0.6949999928474426,274692480,11.583333,7.48,,
MME.AX,0.12999999523162842,108010624,,,,
MRZ.AX,0.04100000113248825,3486222,,,,
1MC.AX,0.01600000075995922,5894864,1.6000001,,,
MEC.AX,1.1749999523162842,38766772,7.8333325,5.66,,
MXO.AX,0.05700000002980232,16710233,,,,
MTO.AX,3.390000104904175,259798768,14.125001,3.83,,
MTB.AX,0.00800000037997961,3405104,,,,
MGX.AX,0.375,442661248,,,,
MHM.AX,0.15000000596046448,6393750,,,,
MRD.AX,0.003000000026077032,3069480,,,,
MOV.AX,0.2150000035762787,27437010,,,,
MPR.AX,0.007000000216066837,2405921,,,,
MRQ.AX,0.004000000189989805,10906081,,,,
M2M.AX,0.01899999938905239,5902920,,,,
MSI.AX,0.004999999888241291,681520,0.5,,,
MCA.AX,1.024999976158142,118706272,12.8125,,,
MPX.AX,0.20999999344348907,30709350,,,,
MBX.AX,0.004000000189989805,676652,,,,
MRI.AX,0.008999999612569809,7984556,,,,
MCO.AX,0.014000000432133675,9625756,,,,
MYR.AX,0.6600000262260437,1157798400,22.000002,5.3,,
MYS.AX,4.130000114440918,715411072,17.208334,5.33,,
N1H.AX,0.10499999672174454,9245838,10.5,3.14,,
NAG.AX,0.014000000432133675,12538540,,,,
NC6.AX,0.061000000685453415,19236840,,,,
NAN.AX,3.8399999141693115,1214530560,54.85714,,,
NVU.AX,0.09300000220537186,88225288,,,,
NCC.AX,0.38999998569488525,28781842,Infinity,10.26,,
NAC.AX,0.574999988079071,27678610,3.6875,10.17,,
NSC.AX,0.3675000071525574,51518504,,13.16,,
NYM.AX,0.039000000804662704,7042191,,,,
NAB.AX,42.779998779296875,130871721984,19.098213,3.97,,
NSR.AX,2.4000000953674316,3382992128,120.00001,4.67,,
NMR.AX,0.14000000059604645,141905392,,,,
NGI.AX,2.1500000953674316,1063471808,6.5151515,2.15,,
NES.AX,0.003000000026077032,6515790,,,,
NMT.AX,0.05000000074505806,39295052,,,,
NET.AX,0.003000000026077032,12419670,,,,
NWL.AX,31.3799991607666,7784970240,66.76595,1.34,,
NEU.AX,20.200000762939453,2626828288,17.7193,,,
NRZ.AX,0.0010000000474974513,3358000,,,,
NUZ.AX,0.14499999582767487,73845888,,,,
NSB.AX,0.16500000655651093,56537916,,,,
NTI.AX,0.01600000075995922,16793920,,,,
NAE.AX,0.003000000026077032,9470700,,,,
NFM.AX,0.012000000104308128,19262520,,,,
NHC.AX,4.449999809265137,3758892544,6.8461537,8.54,,
NMG.AX,0.02500000037252903,269725024,,,,
NZS.AX,0.019999999552965164,333402,,,,
NZK.AX,0.17499999701976776,96207304,8.75,,,
NWF.AX,0.08900000154972076,83722568,,,,
NEM.AX,115.13999938964844,126953357312,13.674584,1.33,,
NPM.AX,0.017999999225139618,6582870,,,,
NWS.AX,50.2599983215332,26890706944,39.265625,0.61,,
NME.AX,0.02800000086426735,9387896,,,,
NXG.AX,11.989999771118164,6928793600,,,,
NNG.AX,0.019999999552965164,4046160,,,,
NXS.AX,0.14499999582767487,42430624,,,,
NXT.AX,16.84000015258789,10799121408,,,,
NXD.AX,0.20999999344348907,47755048,,,,
NXM.AX,0.07599999755620956,45885760,,,,
NGE.AX,1.2100000381469727,41506872,8.642858,,,
NGX.AX,0.1599999964237213,14497888,,,,
NH3.AX,0.050999999046325684,32948548,,,,
NHF.AX,7.309999942779541,3560094208,18.275,3.97,,
NCK.AX,24.579999923706055,2102344704,36.147057,2.69,,
NIC.AX,0.7149999737739563,3147179776,,5.59,,
NC1.AX,0.09000000357627869,11110590,,,,
NDO.AX,0.6650000214576721,151351344,11.083334,10.98,,
NIM.AX,0.0689999982714653,18573696,,,,
NEC.AX,1.690000057220459,2679934464,24.142859,4.73,,
NHE.AX,0.039000000804662704,23980984,,,,
NOL.AX,1.5499999523162842,149871040,19.375,,,
NNL.AX,0.125,42275500,,,,
NFL.AX,0.1550000011920929,11058692,,,,
NRX.AX,0.014999999664723873,8482920,,,,
NSM.AX,0.029999999329447746,10228410,,,,
NTU.AX,0.03700000047683716,326098752,,,,
NST.AX,20.219999313354492,28915812352,18.05357,2.72,,
NWM.AX,0.014000000432133675,14421541,,,,
NOR.AX,0.017999999225139618,9286704,,,,
NOU.AX,0.1550000011920929,42967548,,,,
EYE.AX,0.14000000059604645,42706580,,,,
NVA.AX,0.33000001311302185,132495336,,,,
NOV.AX,0.032999999821186066,18490460,,,,
NVQ.AX,0.027000000700354576,7864344,,,,
NVO.AX,0.09799999743700027,37150328,,,,
NVX.AX,0.45500001311302185,296334208,,,,
NOX.AX,0.09399999678134918,29223754,,,,
NWH.AX,4.440000057220459,2030687232,74.0,3.72,,
NSX.AX,0.039000000804662704,19632952,,,,
NTM.AX,0.003000000026077032,3632700,,,,
NTD.AX,0.33000001311302185,57020704,,,,
NUC.AX,0.15000000596046448,23337900,,,,
NGY.AX,0.03099999949336052,62324568,,,,
NUF.AX,2.299999952316284,892351680,,3.8,,
NXL.AX,2.440000057220459,826603712,,,,
NGS.AX,0.019999999552965164,4283360,Infinity,,,
NYR.AX,0.2849999964237213,68059424,,,,
NZM.AX,1.0099999904632568,190735472,,8.1,,
OKJ.AX,0.04500000178813934,4115070,,,,
OAK.AX,0.08500000089406967,2294821,,,,
OCL.AX,20.770000457763672,2032747520,56.135136,1.49,,
OCN.AX,0.0949999988079071,18314574,9.5,,,
OCA.AX,0.6000000238418579,455407808,15.000001,,,
OCT.AX,0.057999998331069946,4499297,,,,
OD6.AX,0.05400000140070915,11537910,,,,
ODE.AX,0.006500000134110451,10335420,,,,
ODY.AX,0.028999999165534973,32021508,,,,
OFX.AX,0.8700000047683716,205922048,8.7,,,
OLH.AX,0.023000000044703484,4900357,,,,
OLI.AX,0.008999999612569809,5407316,,,,
OLY.AX,0.10999999940395355,11391930,,,,
OMH.AX,0.2800000011920929,214551968,,1.43,,
OMA.AX,0.4699999988079071,164053968,,,,
OMG.AX,0.009999999776482582,8909940,,,,
OBL.AX,1.7050000429153442,501873568,1.3861789,,,
OM1.AX,0.014000000432133675,3039288,,,,
OSL.AX,1.600000023841858,30119840,,,,
1CG.AX,0.009999999776482582,11822900,,,,
ONE.AX,0.23000000417232513,193126160,,,,
OML.AX,1.6050000190734863,864743488,40.125,3.58,,
OLL.AX,0.014000000432133675,6759312,,,,
OPN.AX,0.6000000238418579,677508,,,,
OPH.AX,3.2300000190734863,721217,4.6811595,8.39,,
OPT.AX,0.6000000238418579,738750080,,,,
OIL.AX,0.08500000089406967,71839280,,,,
OBM.AX,1.1399999856948853,2152137472,11.4,,,
OMX.AX,0.10499999672174454,15499995,,,,
OEC.AX,0.20499999821186066,39394440,,,,
OB1.AX,0.0010000000474974513,3402570,,,,
ODA.AX,0.06499999761581421,14251055,,,,
ORD.AX,0.36000001430511475,22849164,,,,
ORE.AX,1.340000033378601,843780544,6.380953,,,
ORI.AX,21.030000686645508,10014759936,110.68421,2.52,,
ORG.AX,12.40999984741211,21379325952,14.430232,4.83,,
OEQ.AX,0.17000000178813934,2660364,2.125,,,
ORN.AX,0.013000000268220901,97531200,,,,
ORA.AX,2.009999990463257,2612638208,40.2,4.98,,
ORP.AX,0.028999999165534973,8450919,,,,
OCC.AX,1.1449999809265137,293097088,,,,
OSM.AX,0.8600000143051147,108358280,,,,
OSX.AX,0.010999999940395355,2728495,,,,
OEL.AX,0.0044999998062849045,19180042,,146.0,,
OVT.AX,0.00800000037997961,37972480,,,,
OZM.AX,0.0560000017285347,13517001,,,,
OZZ.AX,0.054999999701976776,5089155,,,,
PGO.AX,0.0689999982714653,16315947,,,,
PAC.AX,11.010000228881836,331994432,8.808001,3.91,,
PEB.AX,0.12999999523162842,130383496,,,,
PLA.AX,0.25999999046325684,267802592,,,,
PNM.AX,0.024000000208616257,10103832,,,,
PSQ.AX,1.5750000476837158,254543648,157.50002,3.4,,
PCK.AX,0.04399999976158142,90678720,,,,
PDN.AX,8.210000038146973,3276315392,,,,
PCL.AX,0.009999999776482582,91146896,,,,
PFE.AX,0.017999999225139618,8528112,,,,
PNT.AX,0.009999999776482582,3009049,,,,
PNR.AX,5.239999771118164,2065508352,,,,
PPY.AX,0.009999999776482582,6028819,,,,
PBL.AX,0.06700000166893005,4174100,,,,
PAR.AX,0.25999999046325684,110961752,,,,
PGC.AX,0.33000001311302185,546252288,33.000004,,,
PKD.AX,0.029999999329447746,3120420,,,,
PWN.AX,0.009999999776482582,27671098,,,,
PL3.AX,0.0430000014603138,7701988,,,,
PSL.AX,0.023000000044703484,10488874,,,,
PKY.AX,0.026000000536441803,7871474,,,,
PMT.AX,0.4000000059604645,660280000,,,,
PAT.AX,0.04500000178813934,7425990,,,,
PTN.AX,0.07000000029802322,103548904,3.5,,,
PAB.AX,0.001500000013038516,4583760,,,,
PEK.AX,0.42500001192092896,182978224,,,,
PKO.AX,0.003000000026077032,4463220,,,,
PLG.AX,0.02199999988079071,4499924,,,,
PEX.AX,0.06700000166893005,39513720,,,,
PPC.AX,1.7000000476837158,795870336,14.166667,4.56,,
PCG.AX,0.7400000095367432,77515000,4.625,5.41,,
PIA.AX,1.2200000286102295,313751072,9.384616,4.43,,
PE1.AX,1.2949999570846558,360439936,7.1944437,5.18,,
PEN.AX,0.3050000071525574,83402560,,,,
5GG.AX,0.02800000086426735,12128816,,,,
PPE.AX,0.7250000238418579,79892824,,,,
PPM.AX,2.1600000858306885,1016530624,9.818182,5.93,,
PIL.AX,0.0035000001080334187,7324230,,,,
PER.AX,0.008999999612569809,9786960,,,,
PGD.AX,0.3050000071525574,25878548,,,,
PRN.AX,2.440000057220459,2264856832,18.769232,2.97,,
PIC.AX,1.2649999856948853,499931104,21.75,6.13,,
PPT.AX,19.899999618530273,2282370816,,5.78,,
PEC.AX,0.017999999225139618,18919078,,,,
PRU.AX,4.199999809265137,5728925696,10.243902,1.79,,
PWR.AX,1.8200000524520874,313505920,26.0,4.4,,
PTR.AX,0.3149999976158142,110916848,,,,
PXA.AX,16.110000610351562,2861168384,,,,
PHX.AX,0.11500000208616257,77805896,,,,
PHO.AX,0.06700000166893005,29805888,,,,
PET.AX,0.00800000037997961,4995128,,,,
PR2.AX,0.14000000059604645,17319120,,,,
PLL.AX,0.14000000059604645,307245376,,,,
PLS.AX,2.4000000953674316,7981872128,,,,
PGY.AX,0.00800000037997961,17269282,,,,
PNI.AX,18.65999984741211,4367690240,30.096773,3.22,,
PIM.AX,0.09000000357627869,5114619,,,,
PNC.AX,0.5799999833106995,94825360,14.5,,,
PLN.AX,0.14499999582767487,8578446,,,,
PVT.AX,0.00800000037997961,7257808,,,,
PFM.AX,0.05299999937415123,5030140,,,,
PGM.AX,0.024000000208616257,15478320,Infinity,,,
PTM.AX,0.6700000166893005,395873536,67.0,8.21,,
PMC.AX,1.4950000047683716,443533632,49.833336,4.01,,
PL8.AX,1.4149999618530273,1063064000,12.863636,4.66,,
PLY.AX,0.22499999403953552,101731040,,,,
PLT.AX,1.274999976158142,228769424,,,,
PGF.AX,2.680000066757202,1323250048,7.444444,4.48,,
PVE.AX,0.0430000014603138,54471112,Infinity,,,
POD.AX,0.04100000113248825,35969136,,,,
3DP.AX,0.04699999839067459,37838616,,,,
PBH.AX,1.25,436221248,,128.7,,
PXX.AX,0.017999999225139618,42759000,,,,
POL.AX,0.9800000190734863,262457728,,,,
PNV.AX,1.3849999904632568,1015538816,69.25,,,
PNN.AX,0.0729999989271164,12872016,,,,
PVL.AX,0.09600000083446503,15946560,9.6,,,
PPK.AX,0.47999998927116394,43589996,,,,
PPS.AX,0.7799999713897705,384561056,26.0,4.17,,
PDI.AX,0.45500001311302185,1193223808,,,,
PMV.AX,22.1200008392334,3661258240,19.40351,6.33,,
PLC.AX,0.008999999612569809,3312548,Infinity,,,
PTX.AX,0.03999999910593033,42060400,,,,
PTL.AX,0.052000001072883606,8863920,,,,
PFG.AX,0.25,65955248,12.5,6.64,,
PRG.AX,1.649999976158142,185938496,16.5,2.42,,
PME.AX,298.29998779296875,31303004160,271.1818,0.2,,
PPG.AX,0.017999999225139618,3270383,,,,
PRX.AX,0.003000000026077032,20225580,,,,
PRM.AX,0.003000000026077032,2667528,,,,
PFP.AX,4.989999771118164,696768576,33.266663,2.81,,
PRO.AX,0.25999999046325684,22125870,,,,
PRS.AX,0.01899999938905239,7197693,,,,
PSC.AX,0.2150000035762787,151281104,,,,
PIQ.AX,0.3199999928474426,52378240,,,,
PV1.AX,0.017999999225139618,15219827,,,,
PFT.AX,0.029999999329447746,4212780,,,,
PH2.AX,0.0820000022649765,31838304,,,,
PR1.AX,0.1850000023841858,8511628,,,,
PPL.AX,0.04399999976158142,51444800,Infinity,,,
PUR.AX,0.07000000029802322,7063070,,,,
PVW.AX,0.024000000208616257,4773720,,,,
PWH.AX,8.369999885559082,857807808,83.7,0.48,,
PYC.AX,1.2350000143051147,734907776,,,,
QAN.AX,11.779999732971191,17901123584,11.326923,2.8,,
QBE.AX,20.780000686645508,31453648896,10.236454,4.52,,
QEM.AX,0.03700000047683716,8746800,,,,
QML.AX,0.0560000017285347,26441016,,,,
QOR.AX,0.6100000143051147,840189632,,,,
QPM.AX,0.03200000151991844,98367040,3.2000003,,,
QAL.AX,3.450000047683716,1035600384,31.363636,2.9,,
QRI.AX,1.6299999952316284,992723840,12.538462,7.77,,
QGL.AX,0.49000000953674316,173254208,,,,
QUB.AX,4.079999923706055,7217968640,68.0,2.4,,
QUE.AX,0.03999999910593033,1082892,1.3333334,,,
QFE.AX,0.09600000083446503,35758272,,,,
QXR.AX,0.004000000189989805,6551640,,,,
RAC.AX,1.6799999475479126,298841760,,,,
RAD.AX,0.028999999165534973,67685416,,,,
RAG.AX,0.024000000208616257,11849640,,,,
RAS.AX,0.024000000208616257,4276776,,,,
RDN.AX,0.0044999998062849045,13803561,,,,
RZI.AX,0.7350000143051147,77960720,,,,
REP.AX,0.6050000190734863,155330128,,8.26,,
RMS.AX,3.440000057220459,6583919104,8.3902445,2.33,,
RHC.AX,33.75,7821798400,337.5,2.37,,
RND.AX,2.0299999713897705,121145728,16.916666,4.93,,
RAN.AX,0.003000000026077032,2817870,,,,
RCM.AX,0.029999999329447746,20442090,,,,
RPG.AX,0.10999999940395355,42082148,Infinity,,,
REE.AX,0.01899999938905239,19003040,,,,
RTH.AX,0.9549999833106995,44623044,95.5,,,
RBR.AX,0.0010000000474974513,3441290,,,,
REA.AX,235.7100067138672,31464929280,45.85798,1.17,,
RR1.AX,0.012500000186264515,10493172,,,,
RCL.AX,0.08399999886751175,12904080,,,,
RDY.AX,2.190000057220459,273077664,,,,
RCE.AX,0.47999998927116394,138807840,,,,
REC.AX,0.017000000923871994,4368830,,,,
RKN.AX,0.574999988079071,65711000,11.5,4.35,,
RFT.AX,0.004000000189989805,5531120,,,,
RHI.AX,3.3499999046325684,214827456,1.3562752,1.79,,
RDM.AX,0.14749999344348907,53765836,,,,
RMX.AX,0.009999999776482582,5952170,,,,
ROG.AX,0.004000000189989805,21688922,Infinity,,,
RC1.AX,0.008999999612569809,8365130,,,,
RIL.AX,0.004000000189989805,13609441,,,,
RDX.AX,2.690000057220459,1412467840,17.933332,4.83,,
RDS.AX,0.004999999888241291,5171350,,,,
REH.AX,10.619999885559082,6860349952,21.67347,2.23,,
RLC.AX,0.003000000026077032,2330121,,,,
RCT.AX,3.759999990463257,185450720,20.888887,4.88,,
RPL.AX,2.700000047683716,1007791232,27.0,5.93,,
R8R.AX,0.10499999672174454,3423262,,,,
RGN.AX,2.440000057220459,2833913600,13.555555,5.74,,
REX.AX,0.5649999976158142,64546164,3.1388888,,,
REG.AX,8.0,2409991936,50.0,2.03,,
RRL.AX,5.090000152587891,3892274944,15.575757,0.97,,
RWC.AX,4.239999771118164,3279805184,17.666666,1.84,,
REM.AX,0.039000000804662704,7566585,,,,
RNU.AX,0.06599999964237213,172934512,Infinity,,,
RNX.AX,0.003000000026077032,8208120,,,,
RLT.AX,1.100000023841858,180475888,,,,
RNV.AX,0.09600000083446503,13754591,,,,
RNT.AX,0.03999999910593033,38485400,,,,
RMC.AX,1.0399999618530273,411350144,11.555554,6.73,,
RMD.AX,42.20000076293945,62428991488,29.103447,0.87,,
RSG.AX,0.7950000166893005,1693111552,79.5,,,
RML.AX,0.05299999937415123,66492208,,,,
RHT.AX,0.032999999821186066,16476636,,,,
RBX.AX,0.04500000178813934,5183280,,,,
RMI.AX,0.02199999988079071,16881942,,,,
REZ.AX,0.026000000536441803,19434300,,,,
RAU.AX,0.23499999940395355,25014574,,,,
RBD.AX,2.609999895095825,325620992,13.736842,,,
RFG.AX,1.4850000143051147,93452240,,,,
RRR.AX,0.08500000089406967,23483288,,,,
RWD.AX,0.04349999874830246,11705460,,,,
RXH.AX,0.028999999165534973,15338708,2.9,,,
RHY.AX,0.08500000089406967,27404168,,,,
RVT.AX,0.07500000298023224,16429875,,,,
RIC.AX,3.119999885559082,1192033408,24.0,3.21,,
RIE.AX,0.028999999165534973,4108314,,,,
RIM.AX,0.012000000104308128,32698682,,,,
RCR.AX,0.017999999225139618,5995692,,,,
RIO.AX,116.94000244140625,192134758400,12.206681,5.11,,
RGL.AX,0.0035000001080334187,5772720,,,,
RLF.AX,0.0560000017285347,25887178,,,,
RMY.AX,0.03500000014901161,23251622,,,,
RXR.AX,4.150000095367432,905542528,,,,
ROC.AX,0.10999999940395355,18844430,,,,
RKT.AX,0.012500000186264515,10986276,,,,
RKB.AX,0.008999999612569809,16432920,,,,
RON.AX,0.17499999701976776,7065625,,,,
RLG.AX,0.004999999888241291,10331750,,,,
RXL.AX,0.4399999976158142,328730144,,,,
RPM.AX,0.061000000685453415,16537405,3.0500002,,,
RUL.AX,4.650000095367432,1026394496,Infinity,,,
RTG.AX,0.02800000086426735,42938004,,,,
RWL.AX,0.16500000655651093,42075824,,,,
RB6.AX,0.125,8295750,,,,
RTR.AX,0.03200000151991844,36134084,,,,
RFF.AX,1.8799999952316284,742421376,23.5,6.24,,
RYD.AX,1.6299999952316284,131964472,54.333336,6.13,,
S2R.AX,0.10000000149011612,50146900,,,,
SBR.AX,0.010999999940395355,4733542,,,,
SRH.AX,0.08799999952316284,4152016,,,,
SAN.AX,0.006000000052154064,1637280,,,,
SB2.AX,0.5849999785423279,92415752,,,,
SFR.AX,12.529999732971191,5753162240,40.419353,,,
SNC.AX,0.9049999713897705,132897432,5.3235292,7.68,,
SFM.AX,0.22499999403953552,16384230,,,,
SMI.AX,0.7649999856948853,632017728,,,,
STO.AX,7.639999866485596,25040328704,15.916667,4.82,,
SRR.AX,0.04100000113248825,22813180,,,,
SGA.AX,0.10999999940395355,19908130,,,,
STN.AX,0.5,230030000,,,,
SND.AX,0.7649999856948853,104747616,38.25,0.65,,
SVG.AX,0.014999999664723873,21240900,,,,
SYA.AX,0.02199999988079071,581097024,,,,
SCP.AX,0.10999999940395355,12220560,,,,
SCG.AX,4.110000133514404,21439485952,15.222222,4.29,,
SFC.AX,21.600000381469727,293561280,12.134831,4.17,,
SDV.AX,0.3149999976158142,59878032,,,,
SCN.AX,0.020999999716877937,11005176,,,,
SCT.AX,0.5199999809265137,73465,,,,
SDI.AX,0.8799999952316284,104602080,8.8,3.86,,
SFG.AX,0.001500000013038516,4866750,,,,
SEK.AX,27.079999923706055,9673518080,41.0303,1.62,,
SHV.AX,3.609999895095825,527218816,15.695651,,,
SEN.AX,0.023000000044703484,38088460,,10.5,,
SNS.AX,0.08699999749660492,75338520,Infinity,,,
SEQ.AX,0.2849999964237213,35843024,9.5,14.04,,
SKO.AX,2.200000047683716,298850176,,,,
SRV.AX,7.0,696275328,13.207548,4.0,,
SSM.AX,1.9850000143051147,1215989120,22.055555,3.02,,
SWM.AX,0.14000000059604645,223175392,14.0,,,
SGH.AX,49.349998474121094,20162680832,41.470585,,,
SHA.AX,4.480000019073486,374866688,17.92,5.58,,
SSG.AX,1.440000057220459,76167360,13.09091,7.64,,
SFX.AX,0.1599999964237213,63284320,,,,
SHJ.AX,0.6800000071525574,117141568,Infinity,7.35,,
SHM.AX,0.6399999856948853,49854208,8.0,7.81,,
SNX.AX,0.03200000151991844,5269088,,,,
SSL.AX,8.59000015258789,68784256,37.347828,,,
SIG.AX,3.0199999809265137,34963746816,60.399998,0.36,,
SLX.AX,4.21999979019165,1168463104,,,,
SVL.AX,0.14499999582767487,308636864,,,,
SIS.AX,0.004000000189989805,4329320,,,,
SIO.AX,0.1599999964237213,57584956,Infinity,,,
SGM.AX,13.760000228881836,2647754240,1376.0,2.4,,
SHG.AX,0.3050000071525574,92860304,,,,
SRI.AX,0.017000000923871994,9368956,,,,
SNG.AX,0.07199999690055847,19059192,,,,
SDR.AX,6.849999904632568,1927562624,,,,
SIV.AX,0.15000000596046448,7102920,15.000001,,,
SKN.AX,0.0020000000949949026,2099420,,,,
SKS.AX,2.940000057220459,333554752,24.500002,2.04,,
SKY.AX,0.08100000023841858,66729012,,,,
SKT.AX,2.7699999809265137,383390144,21.307693,7.15,,
SKC.AX,0.6200000047683716,653591616,20.666668,,,
SKM.AX,0.1850000023841858,13007313,,,,
SPZ.AX,0.9300000071525574,396471072,93.0,,,
SIQ.AX,8.670000076293945,1179267328,14.213115,4.5,,
SMP.AX,1.0399999618530273,251620720,,,,
SOC.AX,0.0689999982714653,9615495,Infinity,,,
SLA.AX,0.19499999284744263,11846971,,,,
SLM.AX,0.08299999684095383,11709640,,,,
SLS.AX,0.30000001192092896,34968300,6.0,,,
SVR.AX,1.625,320196512,10.833333,9.85,,
SMM.AX,0.012000000104308128,10482552,,,,
SOM.AX,0.75,163637248,,,,
SHL.AX,22.700000762939453,11347707904,21.214952,4.71,,
SHP.AX,0.03799999877810478,4859516,0.95,,,
S32.AX,2.609999895095825,11908881408,23.727272,3.6,,
SXE.AX,1.9249999523162842,517940480,16.041666,3.9,,
SX2.AX,7.340000152587891,1907027456,,,,
SXL.AX,0.7799999713897705,187121216,26.0,5.13,,
SUH.AX,0.03500000014901161,25768400,,,,
SPD.AX,0.6000000238418579,64170004,,,,
SVM.AX,0.6700000166893005,436683872,,,,
SPA.AX,0.14000000059604645,10235779,,,,
SPN.AX,0.15000000596046448,17547150,,,,
SPK.AX,2.240000009536743,4429667328,18.666668,9.8,,
SPG.AX,0.4099999964237213,84912232,,,,
STW.AX,79.79000091552734,5012814848,21.426085,3.39,,
SLF.AX,14.329999923706055,637684992,31.92872,3.5,,
SP3.AX,0.02800000086426735,8873200,,,,
SPX.AX,0.006000000052154064,32306520,,,,
SEC.AX,2.700000047683716,161642800,10.0,5.33,,
ST1.AX,0.550000011920929,104596800,,,,
SEG.AX,0.3449999988079071,95722320,,2.9,,
SHO.AX,0.03999999910593033,32127758,,,,
SIX.AX,0.04800000041723251,30203810,,,,
SQX.AX,0.10499999672174454,3281250,,,,
SRG.AX,1.9700000286102295,1034841024,24.625,3.05,,
SRJ.AX,0.010999999940395355,15366230,,,,
SSH.AX,0.15000000596046448,13813546,15.000001,,,
SBM.AX,0.36500000953674316,395554144,,,,
SGQ.AX,0.06300000101327896,184060800,,,,
SKK.AX,0.006000000052154064,14525580,,,,
SMR.AX,1.7949999570846558,1640532992,179.5,16.84,,
S66.AX,0.2150000035762787,29042848,5.375,1.72,,
SMS.AX,0.04800000041723251,10413648,,,,
SPL.AX,0.125,56460376,,,,
GAS.AX,0.017999999225139618,7071318,,,,
GVF.AX,1.3799999952316284,279172640,9.857142,4.78,,
SVY.AX,0.01600000075995922,10876097,,,,
SDF.AX,6.099999904632568,6759470592,20.333332,3.2,,
SGI.AX,0.7850000262260437,102331032,26.166668,1.27,,
SST.AX,14.0,434114816,26.415096,1.68,,
SLB.AX,0.06400000303983688,4067705,,,,
SRZ.AX,0.020999999716877937,43674748,,,,
STP.AX,0.5149999856948853,98508168,7.3571424,13.2,,
STH.AX,0.15000000596046448,24036750,15.000001,,,
SGP.AX,6.210000038146973,15115575296,18.264706,4.06,,
SHE.AX,0.006000000052154064,4106760,,,,
STG.AX,0.36000001430511475,23162148,,,,
SRT.AX,0.1599999964237213,27107840,,,,
SMX.AX,0.019999999552965164,4897040,,,,
SOR.AX,0.06400000303983688,30329538,,,,
SER.AX,0.006000000052154064,5020152,,,,
SP8.AX,0.00800000037997961,10250880,,,,
STK.AX,0.14499999582767487,333698656,14.5,,,
STX.AX,0.10999999940395355,362765696,,,,
SRK.AX,0.032999999821186066,9363750,Infinity,,,
SMN.AX,0.4399999976158142,84922640,Infinity,,,
SLZ.AX,0.006000000052154064,1566504,,,,
SNZ.AX,9.866999626159668,2406407424,7.2318835,2.04,,
SUM.AX,0.04500000178813934,3985924,,,,
SS1.AX,0.9399999976158142,169182128,,,,
SUN.AX,20.850000381469727,22612451328,15.330882,4.7,,
SRL.AX,1.9900000095367432,235371232,,,,
SHN.AX,0.017999999225139618,44869140,,,,
STM.AX,0.020999999716877937,131325592,,,,
SUL.AX,18.229999542236328,4116807936,18.793814,3.73,,
SPQ.AX,0.004999999888241291,11854900,,,,
SLC.AX,3.0,1597316992,Infinity,,,
SNL.AX,35.38999938964844,1537978624,38.053764,1.98,,
SRN.AX,0.0020000000949949026,7813720,,,,
SW1.AX,0.007000000216066837,6381256,,,,
SWP.AX,0.16500000655651093,36461372,,,,
SYL.AX,1.7899999618530273,422728160,9.421053,3.3,,
SOP.AX,0.026000000536441803,14022034,,,,
