Ticker,Current Price,Market Cap,P/E Ratio,Dividend Yield,Yahoo Rating,Market Index Rating
DGR.AX,0.019999999552965164,20873998,,,,
DBO.AX,0.028999999165534973,4875364,,,,
DRX.AX,0.020999999716877937,105173880,Infinity,,,
DDR.AX,10.100000381469727,1825615488,21.956522,4.36,,
DGT.AX,3.0199999809265137,1702884352,,3.82,,
DCC.AX,0.06599999964237213,98829720,,,,
DXB.AX,0.49000000953674316,306094176,,,,
DAF.AX,0.013000000268220901,3045055,,,,
DUI.AX,5.389999866485596,1160154368,33.6875,2.97,,
DJW.AX,3.130000114440918,825618880,20.866667,5.27,,
DMM.AX,0.057999998331069946,2688300,,,,
DOC.AX,0.18000000715255737,66000964,,,,
DME.AX,0.17499999701976776,72910424,,,,
DMP.AX,14.569999694824219,1395006080,,5.28,,
DVL.AX,0.04500000178813934,50643456,,,,
DTZ.AX,0.05999999865889549,36599340,,,,
DOW.AX,6.929999828338623,4660722688,34.649998,3.59,,
DMG.AX,0.007000000216066837,2762704,,,,
DRE.AX,0.024000000208616257,121907992,,,,
DRO.AX,3.0999999046325684,2790353152,310.0,,,
DTI.AX,0.007000000216066837,6268843,,,,
DUB.AX,0.019999999552965164,52500596,,,,
DUG.AX,2.1500000953674316,293554560,,,,
DKM.AX,0.14499999582767487,17771200,,,,
DUN.AX,0.020999999716877937,2251578,,,,
DUR.AX,1.75,450523488,19.444443,2.43,,
DSK.AX,0.8399999737739563,54484416,12.0,8.33,,
DBF.AX,0.9700000286102295,44052844,,7.41,,
D2O.AX,1.4700000286102295,230226976,9.1875,5.06,,
DXN.AX,0.04699999839067459,14039088,,,,
DY6.AX,0.23999999463558197,21931848,,,,
DYM.AX,0.27000001072883606,13300012,0.509434,,,
DNL.AX,2.9200000762939453,5376158208,,1.64,,
E79.AX,0.024000000208616257,3960311,,,,
APE.AX,26.719999313354492,7032516608,32.98765,2.77,,
EM2.AX,0.006000000052154064,6810240,,,,
EPY.AX,0.20999999344348907,57163888,21.0,4.48,,
EE1.AX,0.006500000134110451,4501950,,,,
EMS.AX,0.009999999776482582,1394260,,,,
EFE.AX,0.03400000184774399,4287060,,,,
EBO.AX,26.8799991607666,5596335104,25.6,3.66,,
EBR.AX,1.1399999856948853,519232384,,,,
ECH.AX,0.35862499475479126,82989688,36.5,8.73,,
EIQ.AX,0.2849999964237213,184619584,,,,
EPM.AX,0.02800000086426735,86975280,Infinity,,,
EGR.AX,0.3199999928474426,150686720,,,,
ECP.AX,1.2699999809265137,23354918,,4.37,,
ECS.AX,0.006000000052154064,7776300,,,,
EDE.AX,0.03400000184774399,12554637,,,,
EDU.AX,0.5400000214576721,82804136,9.000001,3.7,,
EDC.AX,0.7799999713897705,37509576,,6.15,,
ECF.AX,0.699999988079071,288971200,,10.71,,
ENN.AX,0.8199999928474426,124805640,,,,
ELD.AX,7.889999866485596,1508654848,19.724998,4.56,,
EOS.AX,7.329999923706055,1452930560,,,,
E25.AX,0.33500000834465027,76585024,,,,
ELT.AX,0.14499999582767487,44264152,,,,
EL8.AX,0.3050000071525574,121469000,,,,
EXL.AX,0.01600000075995922,3913248,,,,
EXR.AX,0.041999999433755875,58784036,,,,
ELS.AX,1.6950000524520874,393234912,,,,
EVO.AX,0.699999988079071,111684296,11.666667,10.71,,
EMB.AX,8.149999618530273,17586558,18.953487,4.29,,
EHL.AX,1.0549999475479126,549477760,7.5357137,,,
EMR.AX,4.21999979019165,2784313856,32.461536,,,
EMT.AX,0.004999999888241291,4250000,,,,
EML.AX,1.0149999856948853,405240768,,,,
ERM.AX,0.23499999940395355,149386672,,,,
EMP.AX,0.03799999877810478,31556530,,,,
ERL.AX,0.004999999888241291,7419550,,,,
EMU.AX,0.020999999716877937,4858875,,,,
EMV.AX,2.2100000381469727,188991456,,,,
EMD.AX,0.04600000008940697,30551408,,,,
ENR.AX,0.3400000035762787,170143488,,,,
EDV.AX,3.640000104904175,6608711680,15.166667,5.16,,
ERG.AX,0.014999999664723873,4085370,Infinity,,,
ENX.AX,0.01899999938905239,7999361,,,,
EAX.AX,0.47999998927116394,18972672,9.599999,,,
EME.AX,0.0729999989271164,15306859,,,,
EOL.AX,15.050000190734863,477527488,79.210526,0.5,,
ERA.AX,0.0024999999441206455,810792000,,,,
EGY.AX,0.02500000037252903,12498825,,,,
ETM.AX,0.06300000101327896,128698928,,,,
EWC.AX,0.05999999865889549,187814400,0.35294116,,,
EGG.AX,0.8999999761581421,85744712,,2.89,,
ENL.AX,0.03500000014901161,29161124,,,,
ENV.AX,0.006500000134110451,10202940,,,,
EEL.AX,0.001500000013038516,3253780,,,,
ENT.AX,0.006000000052154064,8647920,,,,
EAT.AX,0.003000000026077032,3839070,,,,
ECT.AX,0.06199999898672104,16597276,,,,
EGL.AX,0.26499998569488525,100831960,26.5,,,
EPN.AX,0.024000000208616257,8954496,,,,
EPX.AX,0.02800000086426735,23268170,,,,
EQR.AX,0.032999999821186066,111295472,,,,
EQT.AX,26.18000030517578,721463232,20.614174,4.28,,
EQX.AX,0.18000000715255737,24974640,,,,
EQN.AX,0.08100000023841858,12589748,,,,
EQS.AX,0.017999999225139618,3890646,,,,
ERD.AX,2.2899999618530273,429434528,229.0,,,
ESR.AX,0.028999999165534973,63655580,,,,
ESK.AX,0.4650000035762787,65643120,,,,
EGH.AX,0.4950000047683716,212089184,9.9,2.95,,
EMN.AX,0.19499999284744263,29132412,,,,
EUR.AX,0.09300000220537186,134543104,,,,
EMH.AX,0.18000000715255737,51221884,,,,
EZL.AX,1.0099999904632568,155424864,16.833334,17.33,,
EVR.AX,0.009999999776482582,22275000,,,,
EVE.AX,0.02800000086426735,6893880,,,,
EMC.AX,0.10999999940395355,28147680,,,,
EG1.AX,0.027000000700354576,6406236,,,,
EVG.AX,0.032999999821186066,14709750,,,,
EV1.AX,0.012000000104308128,4714452,,,,
EVN.AX,9.119999885559082,18366220288,19.826086,2.85,,
EVT.AX,13.619999885559082,2285067008,69.2,2.75,,
EVZ.AX,0.17000000178813934,20742720,17.0,,,
ECL.AX,3.1600000858306885,91621040,105.333336,2.53,,
EXT.AX,0.008999999612569809,19690110,,,,
EXP.AX,0.1599999964237213,120971200,,1.56,,
EZZ.AX,2.1700000762939453,102837608,14.466666,1.84,,
FAL.AX,0.9049999713897705,192443712,,,,
FEG.AX,0.14499999582767487,53218916,,,,
FAR.AX,0.4000000059604645,38350000,20.0,16.84,,
FNR.AX,0.18000000715255737,12862999,,,,
FRM.AX,0.35499998927116394,74599696,11.833333,,,
FPC.AX,1.2999999523162842,36158848,5.2,,,
FFG.AX,0.007000000216066837,10874991,,,,
FBR.AX,0.004999999888241291,30371400,,,,
FXG.AX,0.26499998569488525,116303992,,,,
FLX.AX,0.20999999344348907,48290760,,,,
FEX.AX,0.36500000953674316,271733376,36.5,2.74,,
FFI.AX,4.5,58989152,7.377049,4.96,,
FID.AX,12.479999542236328,393963648,21.152542,3.96,,
FIN.AX,0.004999999888241291,3474440,,,,
FRI.AX,0.7850000262260437,214297168,15.700001,2.55,,
FDR.AX,0.1550000011920929,63111816,7.75,,,
FND.AX,3.5799999237060547,221248288,,,,
FCL.AX,3.0,1015689024,,,,
FNX.AX,0.14499999582767487,9034080,,,,
FRB.AX,0.13500000536441803,22066020,,,,
FRE.AX,0.07100000232458115,19228718,,,,
FFM.AX,1.2000000476837158,819182464,,,,
FAU.AX,0.006000000052154064,15698880,,,,
FGR.AX,0.057999998331069946,48356572,,,,
FL1.AX,0.11999999731779099,13584240,,,,
FCT.AX,0.014999999664723873,25702800,,,,
FPH.AX,34.38999938964844,20161857536,60.333332,1.14,,
FZR.AX,0.1599999964237213,17272640,,,,
FSI.AX,1.9900000095367432,54817336,,5.28,,
FLG.AX,0.07999999821186066,20060558,,,,
FPR.AX,2.680000066757202,605449536,8.375,,,
FWD.AX,3.049999952316284,281619296,20.333332,8.85,,
FBU.AX,2.809999942779541,3067901696,,,,
FRX.AX,0.00800000037997961,12139201,,,,
FLT.AX,12.270000457763672,2674111744,25.040817,3.26,,
FLC.AX,0.057999998331069946,65119496,,,,
FG1.AX,0.02800000086426735,11348176,,,,
FMR.AX,0.4000000059604645,16775280,,,,
FML.AX,0.6650000214576721,190561744,66.5,,,
FGH.AX,0.010999999940395355,31834880,,,,
FRS.AX,0.20499999821186066,74727624,,,,
FMG.AX,19.09000015258789,58777350144,11.431138,5.76,,
FTI.AX,0.1599999964237213,25670400,,,,
FUN.AX,0.07000000029802322,13114080,,,,
FOS.AX,0.3050000071525574,20846292,15.250001,3.28,,
FCG.AX,0.03700000047683716,4007766,3.7,,,
FHS.AX,0.004000000189989805,13655401,,,,
FLN.AX,0.24500000476837158,110474176,Infinity,,,
FRW.AX,10.699999809265137,1991002496,26.75,3.57,,
FDV.AX,0.3400000035762787,154685728,,,,
FHE.AX,0.23749999701976776,123390968,,,,
FSA.AX,1.0750000476837158,134424448,11.944445,6.51,,
FUL.AX,0.07000000029802322,9387000,,,,
FBM.AX,0.039000000804662704,27661102,,,,
FGX.AX,1.309999942779541,539198592,14.555554,5.5,,
FGG.AX,1.565000057220459,626380352,7.8250003,5.11,,
FME.AX,0.017999999225139618,18209698,,,,
G11.AX,0.019999999552965164,19332440,,,,
G50.AX,0.26499998569488525,54066888,,,,
GEM.AX,0.7950000166893005,651652800,8.833333,6.92,,
GLN.AX,0.15000000596046448,158679008,,,,
GAP.AX,0.09000000357627869,27040592,,,,
GLL.AX,0.010999999940395355,7779123,,,,
GAL.AX,0.16500000655651093,32608124,8.250001,,,
GDF.AX,1.25,271002496,,5.04,,
GML.AX,0.05400000140070915,104985184,Infinity,,,
GTH.AX,0.017999999225139618,4743449,,,,
GBZ.AX,0.03700000047683716,143398320,,,,
GDI.AX,0.6800000071525574,367078976,8.5,7.35,,
GLF.AX,4.599999904632568,1753128960,30.666664,,,
GDG.AX,6.110000133514404,2424221952,50.916668,0.33,,
GNE.AX,2.140000104904175,2362945280,15.285715,6.01,,
GMD.AX,5.289999961853027,5981879296,26.449999,,,
GES.AX,0.006000000052154064,4697046,,,,
GSS.AX,0.25999999046325684,61327500,,,,
GTG.AX,0.039000000804662704,5671263,,,,
GEN.AX,0.019999999552965164,17745720,,,,
GTK.AX,9.199999809265137,1011217984,115.0,,,
GNP.AX,5.070000171661377,925270016,26.684212,0.71,,
GPR.AX,0.03099999949336052,98656568,,,,
GIB.AX,0.05700000002980232,12441561,,,,
GLA.AX,0.029999999329447746,27670980,,,,
GC1.AX,0.5199999809265137,25089480,5.777777,5.77,,
GLE.AX,0.13500000536441803,10003500,,,,
GLH.AX,0.12999999523162842,7614684,,,,
GL1.AX,0.3700000047683716,96840840,,,,
GFL.AX,3.8399999141693115,42010752,54.85714,,,
GUE.AX,0.057999998331069946,26375790,,,,
GLB.AX,2.6600000858306885,111123096,11.083334,7.52,,
GBE.AX,0.05999999865889549,41679180,,,,
GRL.AX,0.013000000268220901,7240025,,,,
GHY.AX,0.44999998807907104,81204296,,,,
GMN.AX,0.09200000017881393,11600740,,,,
GOR.AX,3.4100000858306885,3704624128,17.947369,0.59,,
GCR.AX,0.0020000000949949026,2194520,,,,
GED.AX,0.057999998331069946,10273308,,,,
GHM.AX,0.5600000023841858,111718880,,,,
G88.AX,0.008999999612569809,5632964,,,,
GSM.AX,0.014000000432133675,3911194,,,,
GMG.AX,32.810001373291016,68439367680,38.600002,0.91,,
GG8.AX,0.4050000011920929,284339584,,,,
GOW.AX,2.450000047683716,131356504,,2.45,,
GPT.AX,5.449999809265137,10497353728,27.249998,4.4,,
GQG.AX,1.715000033378601,5218076160,7.1458335,10.24,,
GNG.AX,4.119999885559082,689823936,20.599998,5.34,,
GNC.AX,8.539999961853027,1909561088,26.6875,3.28,,
GGE.AX,0.0020000000949949026,7051060,,,,
GRR.AX,0.20499999821186066,237254704,5.125,4.88,,
GTI.AX,0.10999999940395355,42075772,,,,
GBR.AX,0.06400000303983688,63793600,,,,
GR8.AX,0.1850000023841858,6923625,,,,
GDM.AX,0.38499999046325684,17388102,,,,
GNM.AX,0.07100000232458115,14078306,,,,
GSN.AX,0.03200000151991844,31897728,,,,
GTE.AX,0.019999999552965164,11355160,,,,
GGP.AX,6.239999771118164,4252566016,9.904761,,,
GCM.AX,0.026000000536441803,68181104,,,,
GT1.AX,0.03799999877810478,19006802,,,,
GT3.AX,0.03500000014901161,40474700,,,,
H2G.AX,0.013000000268220901,8942856,,,,
GRE.AX,0.05700000002980232,7143867,,,,
GRV.AX,0.05999999865889549,32707380,,,,
GW1.AX,0.02800000086426735,10363557,,,,
GRX.AX,0.7400000095367432,212441424,,,,
G6M.AX,2.5,5480100,,,,
GOZ.AX,2.509999990463257,1893300480,,8.09,,
GCI.AX,2.069999933242798,1162956928,12.17647,7.8,,
GTN.AX,0.29499998688697815,56246468,,86.34,,
GUL.AX,0.0689999982714653,15043518,6.9,10.14,,
GUM.AX,0.18000000715255737,57775140,,,,
GYG.AX,24.18000030517578,2487179008,172.7143,0.52,,
GWA.AX,2.559999942779541,686881216,16.0,6.25,,
GWR.AX,0.10499999672174454,33978736,5.25,,,
HCF.AX,0.03500000014901161,679227,,114.29,,
HAL.AX,0.029999999329447746,3859080,,,,
HMG.AX,0.08299999684095383,16657518,,,,
HMX.AX,0.03099999949336052,27520528,3.1,,,
HNG.AX,0.2549999952316284,132965160,,7.84,,
HSN.AX,5.78000020980835,1181420544,27.523811,1.73,,
HAR.AX,0.0860000029206276,25649070,,,,
HMY.AX,0.8199999928474426,85846616,16.4,,,
HT8.AX,0.010999999940395355,3618615,,,,
HHR.AX,0.006000000052154064,18256440,,,,
HTG.AX,0.017999999225139618,16362323,,,,
HVN.AX,7.329999923706055,9170636800,17.878048,3.62,,
HAS.AX,0.3199999928474426,66406400,,,,
HAV.AX,0.1850000023841858,64406824,18.5,,,
HWK.AX,0.01899999938905239,5147650,,,,
HIO.AX,0.02199999988079071,24834040,,,,
HAW.AX,0.05900000035762787,19765944,,,,
HZR.AX,0.375,98161872,,,,
HLS.AX,0.8100000023841858,599059840,,,,
HCW.AX,0.7200000286102295,401628288,,11.39,,
HGH.AX,0.8799999952316284,827287936,22.0,4.09,,
HM1.AX,3.4200000762939453,803726848,7.4680853,5.13,,
HVY.AX,0.33000001311302185,22330638,,,,
HRE.AX,0.05900000035762787,12274006,,,,
HLI.AX,5.789999961853027,1575458944,6.03125,5.53,,
HE8.AX,0.014000000432133675,45338720,,,,
HLX.AX,0.0020000000949949026,6728380,,,,
HLO.AX,1.725000023841858,282555008,8.625,6.96,,
HMD.AX,0.035999998450279236,38518916,,,,
HXL.AX,0.013000000268220901,2171520,,,,
HPR.AX,0.05999999865889549,12483600,,,,
HTM.AX,0.2800000011920929,16624524,,,,
HCL.AX,0.3100000023841858,32345090,,,,
HFR.AX,0.10999999940395355,52148468,,,,
HGO.AX,0.03799999877810478,101949440,,,,
HPG.AX,1.2100000381469727,169566992,60.500004,,,
HMI.AX,0.05000000074505806,7553600,,,,
HIT.AX,1.8550000190734863,78466504,12.366666,5.39,,
HIQ.AX,0.02199999988079071,10386310,,,,
HMC.AX,3.5299999713897705,1530805632,9.540541,3.4,,
HCT.AX,0.10499999672174454,33207510,Infinity,,,
HDN.AX,1.3600000143051147,2838075136,11.333334,6.25,,
HRN.AX,0.550000011920929,93304200,,,,
HRZ.AX,0.05299999937415123,157085104,,,,
HZN.AX,0.20999999344348907,341793888,21.0,14.29,,
HOR.AX,0.03200000151991844,23819488,,,,
HCH.AX,0.8100000023841858,129887560,,,,
HUB.AX,100.83999633789062,8354320896,105.041664,0.63,,
HFY.AX,0.008999999612569809,4600224,,,,
HUM.AX,0.6399999856948853,317659520,8.0,3.13,,
HYD.AX,0.01600000075995922,4364304,,,,
HCD.AX,0.0020000000949949026,2369540,,,,
HYT.AX,0.019999999552965164,33354198,,,,
IS3.AX,0.00800000037997961,13767920,,,,
ICI.AX,0.01600000075995922,20486560,Infinity,,,
ICL.AX,0.06400000303983688,21971264,,,,
ICE.AX,0.07100000232458115,37759648,,,,
ICN.AX,0.006000000052154064,5208084,,,,
ID8.AX,0.007000000216066837,5446098,,,,
IEL.AX,5.5,1544764800,34.687504,2.52,,
IDT.AX,0.06499999761581421,27936998,,,,
IGN.AX,1.5399999618530273,26163984,22.0,4.55,,
IGO.AX,4.789999961853027,3733330944,,10.86,,
IKE.AX,0.7699999809265137,156677280,,,,
ILT.AX,0.2800000011920929,18793126,,,,
ILU.AX,6.46999979019165,2779913216,14.704545,0.62,,
IMA.AX,0.07900000363588333,88118184,,,,
IBX.AX,0.032999999821186066,9114633,,,,
IMD.AX,3.180000066757202,1627657600,31.800001,0.65,,
IME.AX,0.28999999165534973,15558297,,,,
IMC.AX,0.06800000369548798,16040180,,,,
IMM.AX,0.23000000417232513,359628000,,,,
IPT.AX,0.008999999612569809,37019968,,,,
IPD.AX,0.03999999910593033,81446000,,,,
IPC.AX,1.75,9305642,43.75,4.0,,
IMR.AX,1.600000023841858,512713632,,,,
IMU.AX,0.27000001072883606,84214352,,,,
IAM.AX,0.04500000178813934,43750936,,,,
IDA.AX,0.03999999910593033,26393038,0.5,,,
IND.AX,0.1850000023841858,14859662,,,,
I88.AX,0.25999999046325684,20595198,,,,
INF.AX,0.017000000923871994,8150888,,,,
IMI.AX,0.009999999776482582,4230160,,,,
IFG.AX,0.020999999716877937,8758176,,,,
IFM.AX,1.6749999523162842,640699200,41.875,2.39,,
IFN.AX,1.125,159464256,,,,
IFT.AX,11.010000228881836,10911670272,,1.45,,
INA.AX,5.599999904632568,2290618368,17.5,1.71,,
ING.AX,2.6500000953674316,988667264,11.041667,7.17,,
IRX.AX,0.039000000804662704,8324472,,,,
IIQ.AX,0.39500001072883606,44095036,,,,
IFL.AX,4.510000228881836,3024974592,225.50002,,,
IAG.AX,8.569999694824219,20270448640,14.775862,4.43,,
IDX.AX,2.8399999141693115,1084343168,142.0,2.29,,
IRI.AX,0.41999998688697815,76261504,6.0,4.76,,
ICR.AX,0.017000000923871994,8284746,,,,
IMB.AX,0.6000000238418579,225280816,,,,
IEQ.AX,0.03999999910593033,5128960,,,,
IG6.AX,0.05000000074505806,9677900,,,,
IVG.AX,0.029999999329447746,13416810,,,,
IVR.AX,0.02800000086426735,49382204,,,,
ICU.AX,0.0010000000474974513,304511,,,,
INV.AX,0.1599999964237213,22837120,Infinity,,,
IXC.AX,0.09700000286102295,7289919,,,,
IVZ.AX,0.23499999940395355,408888224,,,,
IVX.AX,0.11999999731779099,11134139,,,,
IOD.AX,0.10000000149011612,61656396,,,,
ION.AX,0.0430000014603138,52255752,,,,
INR.AX,0.14000000059604645,341572000,,,,
IXR.AX,0.017000000923871994,96805656,,,,
IPB.AX,0.007000000216066837,4944821,,,,
IPG.AX,4.019999980926514,418920192,16.08,3.13,,
IPX.AX,6.690000057220459,2447536384,,,,
IPH.AX,4.239999771118164,1144401280,16.307692,8.61,,
IRE.AX,9.020000457763672,1696048768,19.608696,2.33,,
IR1.AX,0.10999999940395355,25443220,,,,
IRD.AX,0.03200000151991844,26582178,3.2000003,,,
IBC.AX,0.4449999928474426,46487368,14.833333,5.84,,
ILA.AX,0.2849999964237213,75670640,,,,
ITM.AX,0.04899999871850014,8370915,,,,
IGL.AX,2.809999942779541,468516896,9.366666,6.05,,
JGH.AX,0.0430000014603138,72533688,,,,
JBY.AX,0.7200000286102295,71372384,,,,
JHX.AX,30.200000762939453,17817667584,25.811968,,,
JAL.AX,0.10000000149011612,71073304,,,,
JAN.AX,0.2199999988079071,57175360,,,,
JNS.AX,0.14000000059604645,16966460,,,,
JAT.AX,0.27000001072883606,22752010,,,,
JAV.AX,0.003000000026077032,18756690,,,,
JAY.AX,0.004999999888241291,7139450,,,,
JBH.AX,116.19999694824219,12704610304,27.535545,2.37,,
JCS.AX,0.04600000008940697,16207778,,,,
JLL.AX,0.5600000023841858,44727648,,,,
JLG.AX,3.930000066757202,1114827136,30.23077,1.83,,
JYC.AX,5.300000190734863,156717296,21.2,4.34,,
JDO.AX,1.6549999713897705,1850670592,23.642857,,,
JIN.AX,11.210000038146973,698962560,17.515625,5.44,,
JNO.AX,0.02500000037252903,5230925,,,,
JPR.AX,0.029999999329447746,38421600,Infinity,,,
JMS.AX,0.23000000417232513,471552928,11.5,6.52,,
KSC.AX,3.4000000953674316,465286592,16.190477,4.71,,
KAM.AX,0.09000000357627869,21697650,Infinity,5.56,,
KLR.AX,0.4449999928474426,79596256,,,,
KAI.AX,0.023000000044703484,64653920,,,,
KAU.AX,0.24500000476837158,145418768,,,,
KZR.AX,0.14000000059604645,33126240,,,,
KAL.AX,0.0430000014603138,18325740,,,,
KM1.AX,0.18000000715255737,28676162,,,,
KPO.AX,0.010999999940395355,35195932,,,,
KAR.AX,1.6349999904632568,1196324608,6.0555553,4.53,,
KAT.AX,1.2899999618530273,41257552,16.125,1.55,,
KPG.AX,10.899999618530273,493497472,136.25,,,
KLS.AX,4.920000076293945,1371292672,24.6,3.86,,
KEY.AX,0.05000000074505806,1759830,,,,
KBC.AX,0.04699999839067459,10003386,1.5666666,,,
KGL.AX,0.14000000059604645,96924520,,,,
KLI.AX,0.03999999910593033,5608960,,,,
KSL.AX,1.2899999618530273,372548096,9.214286,6.92,,
KYP.AX,0.30000001192092896,125577608,Infinity,,,
KCC.AX,0.7749999761581421,35946436,Infinity,,,
KKO.AX,0.0860000029206276,127272264,,,,
KRR.AX,0.013000000268220901,19026670,,,,
KFM.AX,0.06400000303983688,5505306,,,,
KCN.AX,3.1600000858306885,814496320,28.727274,,,
KNG.AX,0.16500000655651093,12698152,,,,
KRM.AX,0.0430000014603138,32401662,,,,
KSN.AX,0.125,105005000,,,,
KME.AX,0.5799999833106995,34428828,14.625,1.71,,
KMD.AX,0.23000000417232513,172610160,,,,
KNM.AX,0.0020000000949949026,7022540,,,,
KNO.AX,0.03200000151991844,7132576,,,,
KOB.AX,0.029999999329447746,6158820,,,,
KGN.AX,3.9100000858306885,389522816,,3.58,,
KNB.AX,0.041999999433755875,43153320,,,,
KOR.AX,0.00800000037997961,2936400,,,,
KP2.AX,0.06499999761581421,315656224,,,,
KOV.AX,13.029999732971191,154569680,11.738738,4.99,,
KTA.AX,0.013000000268220901,10115742,,,,
KGD.AX,0.008999999612569809,9329760,,,,
KNI.AX,0.07699999958276749,6969940,,,,
LSF.AX,3.1700000762939453,2000029184,19.8125,4.1,,
LF1.AX,2.0,0,,,,
LSA.AX,0.05700000002980232,16774929,,,,
LKE.AX,0.029999999329447746,68642704,,,,
LKO.AX,1.340000033378601,89464296,,,,
LAM.AX,0.6499999761581421,184352992,,,,
LRK.AX,0.7699999809265137,81692376,,,,
LRV.AX,0.6800000071525574,340151648,,,,
LBL.AX,0.5299999713897705,63532156,17.666666,2.26,,
LAT.AX,0.054999999701976776,10371020,,,,
LFS.AX,1.149999976158142,1195654912,19.166666,6.09,,
LMG.AX,0.02800000086426735,79035048,,,,
LCL.AX,0.00800000037997961,9594081,,,,
LM1.AX,0.1599999964237213,16633120,,,,
LEX.AX,0.1599999964237213,39747200,,,,
LCY.AX,0.00800000037997961,78096320,,,,
LGM.AX,0.16500000655651093,27717692,,,,
LEG.AX,0.007000000216066837,20401362,,,,
LLC.AX,5.489999771118164,3808796928,16.636362,4.19,,
LLL.AX,0.5049999952316284,608439104,,,,
LGI.AX,3.6069998741149902,324152896,51.714283,0.72,,
LIS.AX,0.1550000011920929,100831536,,,,
LFG.AX,4.199999809265137,1275120000,9.545454,9.49,,
360.AX,49.849998474121094,12199889920,262.3684,,,
LIC.AX,5.360000133514404,663482240,,1.86,,
LNW.AX,135.5800018310547,11463222272,22.484245,,,
L1M.AX,0.03999999910593033,7568120,,,,
LML.AX,0.007000000216066837,18045580,,,,
LIN.AX,0.23000000417232513,308248320,,,,
LAU.AX,0.675000011920929,245565680,11.25,4.44,,
LNU.AX,0.0010000000474974513,6501220,,,,
LNQ.AX,0.19499999284744263,34271444,,,,
LIO.AX,0.01600000075995922,7234832,,,,
LRM.AX,0.05700000002980232,171531808,,,,
LSX.AX,0.8974999785423279,128491664,6.9000006,,,
LTR.AX,0.949999988079071,2784459520,,,,
LMS.AX,0.10499999672174454,4230303,,,,
LEL.AX,0.3700000047683716,41440740,,,,
LPM.AX,0.0729999989271164,10361547,,,,
LU7.AX,0.014999999664723873,21584700,,,,
LGP.AX,0.125,39734000,12.5,,,
LIT.AX,0.014999999664723873,25531648,,,,
LPE.AX,0.12999999523162842,23556780,,,,
LOC.AX,0.054999999701976776,13349160,,,,
LKY.AX,0.2199999988079071,57939416,,,,
LDR.AX,0.15000000596046448,24267600,,,,
LSR.AX,0.02500000037252903,21424276,,,,
LCE.AX,0.7950000166893005,24886920,39.75,1.89,,
LRD.AX,0.023000000044703484,3565046,,,,
LOT.AX,0.20499999821186066,486231296,,,,
LVE.AX,0.125,5066775,6.25,24.0,,
LOV.AX,41.810001373291016,4632338944,53.60257,1.29,,
LRT.AX,1.7899999618530273,74553496,3.1403508,1.53,,
LLM.AX,0.29499998688697815,39876920,,,,
LTP.AX,0.4749999940395355,88679168,,,,
LDX.AX,0.14499999582767487,114099480,,,,
LM8.AX,0.30000001192092896,66188404,,,,
LYL.AX,12.180000305175781,491188960,11.490567,2.87,,
LYC.AX,14.8100004196167,14692276224,1481.0001,,,
LGL.AX,2.109999895095825,261222208,,6.64,,
M3M.AX,0.027000000700354576,2262745,,,,
MAF.AX,9.489999771118164,1849287808,45.190475,2.11,,
MGH.AX,4.409999847412109,1634495872,21.0,1.59,,
MAC.AX,18.549999237060547,1535120000,,,,
MIO.AX,0.024000000208616257,7032984,,,,
M7T.AX,0.3100000023841858,74014984,,,,
MAH.AX,0.41999998688697815,937419008,14.0,3.57,,
MQG.AX,218.8300018310547,84285882368,19.929874,3.85,,
MAQ.AX,59.04999923706055,1532247040,43.740738,,,
M4M.AX,0.007000000216066837,29537900,,,,
MPA.AX,0.13500000536441803,55534816,,,,
MAD.AX,8.630000114440918,1755877120,31.962961,1.11,,
MFG.AX,10.229999542236328,1766219776,10.999999,5.06,,
MBH.AX,0.06400000303983688,23022338,,,,
MAG.AX,0.04500000178813934,21293370,,,,
MAU.AX,1.2999999523162842,388273600,,,,
MGT.AX,0.06199999898672104,11521893,,,,
MGU.AX,0.008999999612569809,20862360,,,,
MGL.AX,0.2199999988079071,12531596,,5.85,,
M24.AX,0.017999999225139618,5608152,,,,
M79.AX,0.10499999672174454,51925440,,,,
MAN.AX,0.023000000044703484,15054235,,,,
MHC.AX,0.020999999716877937,11704854,,,,
MTL.AX,0.0020000000949949026,12894901,,50.0,,
MKR.AX,0.03500000014901161,41549900,,,,
MPK.AX,0.925000011920929,119011424,,,,
MEU.AX,0.04600000008940697,54202260,,,,
MMA.AX,0.2750000059604645,55344572,,,,
MQR.AX,0.013000000268220901,9534187,,,,
MVL.AX,0.017000000923871994,24130820,,,,
MYE.AX,0.14499999582767487,44753960,14.5,6.9,,
MCE.AX,0.23000000417232513,51476532,,,,
MAT.AX,0.10499999672174454,79932192,,,,
MXI.AX,2.4800000190734863,140829776,16.533333,2.52,,
MFD.AX,0.38999998569488525,29415592,,1.37,,
MYG.AX,1.4600000381469727,143708240,20.857143,2.19,,
MYX.AX,4.599999904632568,373730688,,,,
MCM.AX,0.13500000536441803,86898424,,,,
MML.AX,0.027000000700354576,5185836,,,,
MMS.AX,19.219999313354492,1352467072,14.029197,8.01,,
MCP.AX,0.27000001072883606,38866228,,,,
MSG.AX,0.007000000216066837,1386700,,,,
MMR.AX,0.007000000216066837,13103931,Infinity,,,
MDR.AX,0.04899999871850014,31262686,,,,
MM8.AX,0.4000000059604645,244704000,,,,
MPL.AX,4.8580002784729,13742474240,27.555555,3.63,,
MVP.AX,0.5799999833106995,65341640,Infinity,,,
